ticket_id,created_at,category,priority,status,response_time_hrs,resolution_time_hrs,agent_id,customer_rating,issue_summary
TKT-263,1/16/2024 11:19,General,Low,Resolved,1.1,22.4,AGT-02,2.0,How to add team members
TKT-264,3/22/2024 16:44,Technical,Low,Resolved,4.7,16.7,AGT-11,3.0,Webhook not triggering
TKT-265,2/15/2024 8:31,General,Low,Resolved,1.1,32.7,AGT-03,4.0,Change notification preferences
TKT-266,2/26/2024 15:10,Technical,High,Open,2.9,,AGT-02,,Integration broken after version upgrade
TKT-267,1/29/2024 16:18,Technical,Low,Resolved,3.9,25.8,AGT-03,4.0,Mobile app crash on startup
TKT-268,3/10/2024 13:34,Billing,Low,Resolved,3.8,22.7,AGT-01,5.0,Subscription not activated after payment
TKT-269,1/5/2024 15:16,Technical,High,Resolved,4.3,2.3,AGT-06,5.0,Integration broken after version upgrade
TKT-270,2/14/2024 17:40,General,Medium,Resolved,1.0,6.6,AGT-07,2.0,Request for account deletion
TKT-271,3/9/2024 10:20,General,Low,Resolved,1.6,26.6,AGT-12,5.0,How to export data to CSV
TKT-272,2/22/2024 8:17,Billing,Critical,Open,0.8,,AGT-11,,Subscription not activated after payment
TKT-273,2/1/2024 18:25,Billing,High,Open,0.9,,AGT-08,,Wrong plan charged
TKT-274,3/22/2024 9:25,Technical,Medium,Resolved,3.8,12.0,AGT-09,4.0,Mobile app crash on startup
TKT-275,1/12/2024 15:40,Billing,High,Escalated,3.5,,AGT-11,,Wrong plan charged
TKT-276,1/28/2024 15:17,Billing,Critical,Resolved,4.2,3.6,AGT-06,4.0,Invoice not received
TKT-277,1/6/2024 9:40,General,High,Escalated,0.3,,AGT-08,,Feature request: dark mode
TKT-278,2/24/2024 11:44,Technical,Medium,Resolved,4.4,21.3,AGT-03,2.0,Error 500 on checkout page
TKT-279,3/26/2024 18:10,Technical,Low,Resolved,2.1,14.3,AGT-01,4.0,API timeout errors in production
TKT-280,1/10/2024 10:37,Billing,Low,Resolved,2.7,72.7,AGT-04,2.0,Wrong plan charged
TKT-281,1/10/2024 11:24,General,Low,Resolved,3.7,42.8,AGT-02,2.0,Feature request: dark mode
TKT-282,1/19/2024 9:33,General,Critical,Escalated,0.2,,AGT-10,,Change notification preferences
TKT-283,3/21/2024 10:58,Technical,High,Resolved,3.2,10.9,AGT-07,2.0,API timeout errors in production
TKT-284,2/14/2024 14:20,General,High,Open,1.4,,AGT-03,,Question about usage limits
TKT-285,3/18/2024 12:49,General,Medium,Open,0.3,,AGT-12,,Need help with onboarding
TKT-286,3/6/2024 11:47,Billing,Medium,Resolved,1.6,23.0,AGT-07,4.0,Refund not processed
TKT-287,3/17/2024 9:33,Billing,Medium,Open,4.9,,AGT-01,,Double billing issue
TKT-288,3/13/2024 14:23,Technical,High,Open,3.5,,AGT-09,,API timeout errors in production
TKT-289,1/2/2024 12:13,Billing,Medium,Open,4.6,,AGT-01,,Wrong plan charged
TKT-290,3/5/2024 14:27,General,Low,Resolved,2.1,10.7,AGT-12,2.0,How to export data to CSV
TKT-291,1/20/2024 16:20,General,Critical,Escalated,3.0,,AGT-07,,How to export data to CSV
TKT-292,1/31/2024 8:15,Technical,High,Resolved,4.6,1.6,AGT-02,4.0,Dashboard not loading
TKT-293,1/18/2024 8:10,Billing,Low,Resolved,4.8,35.7,AGT-08,3.0,Double billing issue
TKT-294,2/4/2024 9:49,General,High,Resolved,1.8,3.9,AGT-01,5.0,How to export data to CSV
TKT-295,2/16/2024 8:31,Technical,Medium,Resolved,1.0,21.7,AGT-10,4.0,API timeout errors in production
TKT-296,1/1/2024 8:54,Billing,High,Resolved,1.4,2.7,AGT-01,5.0,Incorrect charge on invoice
TKT-297,3/24/2024 14:14,General,High,Escalated,1.4,,AGT-06,,Request for account deletion
TKT-298,3/14/2024 13:07,Technical,High,Resolved,3.4,6.7,AGT-09,1.0,SSL certificate issue
TKT-299,2/6/2024 12:20,Billing,High,Resolved,2.9,7.2,AGT-02,3.0,Subscription not activated after payment
TKT-300,3/4/2024 11:46,Technical,Medium,Resolved,3.9,77.5,AGT-09,3.0,Error 500 on checkout page
TKT-301,1/2/2024 13:00,General,High,Open,2.0,,AGT-11,,Need help with onboarding
TKT-302,1/31/2024 14:31,Billing,Low,Resolved,4.9,5.9,AGT-01,3.0,Wrong plan charged
TKT-303,2/28/2024 9:37,General,High,Open,2.6,,AGT-02,,How to add team members
TKT-304,1/8/2024 14:42,Billing,Medium,Resolved,1.3,19.6,AGT-03,5.0,Invoice not received
TKT-305,1/30/2024 9:12,Technical,Medium,Resolved,3.9,5.6,AGT-03,4.0,SSL certificate issue
TKT-306,1/27/2024 15:19,Billing,Medium,Resolved,1.5,17.1,AGT-08,5.0,Incorrect charge on invoice
TKT-307,2/11/2024 10:05,Billing,High,Resolved,1.4,8.4,AGT-12,3.0,Double billing issue
TKT-308,2/27/2024 16:47,Billing,Critical,Resolved,1.4,1.3,AGT-09,1.0,Subscription not activated after payment
TKT-309,2/21/2024 13:43,Billing,Low,Resolved,4.7,44.4,AGT-11,2.0,Refund not processed
TKT-310,2/26/2024 10:05,Billing,Critical,Open,0.8,,AGT-06,,Incorrect charge on invoice
TKT-311,2/25/2024 14:31,Billing,Critical,Resolved,2.0,5.5,AGT-01,3.0,Payment failed but amount deducted
TKT-312,3/20/2024 17:15,Billing,Low,Resolved,1.6,6.7,AGT-11,3.0,Double billing issue
TKT-313,3/8/2024 11:40,Technical,Low,Escalated,4.0,,AGT-09,,Error 500 on checkout page
TKT-314,3/3/2024 13:58,Technical,Medium,Resolved,2.6,9.0,AGT-10,3.0,Data sync not working
TKT-315,3/1/2024 16:22,Billing,High,Escalated,5.0,,AGT-10,,Refund not processed
TKT-316,2/4/2024 16:52,Billing,High,Escalated,0.5,,AGT-12,,Subscription not activated after payment
TKT-317,2/19/2024 13:59,General,High,Resolved,1.0,8.7,AGT-03,5.0,Request for product documentation
TKT-318,3/13/2024 17:09,General,High,Open,4.8,,AGT-10,,Change notification preferences
TKT-319,3/3/2024 8:05,General,Medium,Resolved,1.3,2.0,AGT-01,5.0,Question about usage limits
TKT-320,1/23/2024 13:03,Billing,Medium,Open,0.9,,AGT-01,,Double billing issue
TKT-321,2/16/2024 9:23,Billing,High,Resolved,4.7,4.3,AGT-12,2.0,Double billing issue
TKT-322,3/22/2024 15:41,General,Critical,Open,1.0,,AGT-06,,Request for account deletion
TKT-323,1/23/2024 14:19,Billing,High,Resolved,3.5,11.4,AGT-12,5.0,Wrong plan charged
TKT-324,3/18/2024 13:58,General,Low,Resolved,1.3,10.2,AGT-10,5.0,Question about usage limits
TKT-325,1/22/2024 18:56,Technical,Critical,Escalated,4.1,,AGT-02,,Error 500 on checkout page
TKT-326,1/27/2024 11:44,Technical,Low,Open,1.9,,AGT-02,,System login failure after update
TKT-327,2/23/2024 10:56,Billing,Medium,Resolved,2.6,4.2,AGT-07,4.0,Subscription not activated after payment
TKT-328,1/5/2024 12:01,Billing,Medium,Resolved,1.5,21.5,AGT-06,3.0,Refund not processed
TKT-329,1/12/2024 13:38,General,Critical,Escalated,4.5,,AGT-10,,How to add team members
TKT-330,2/25/2024 10:03,General,Low,Escalated,1.8,,AGT-02,,How to add team members
TKT-331,3/10/2024 12:42,General,Medium,Resolved,1.6,14.1,AGT-05,4.0,Request for product documentation
TKT-332,1/12/2024 12:52,Technical,Low,Resolved,3.2,13.1,AGT-11,4.0,API timeout errors in production
TKT-333,2/9/2024 14:30,Technical,High,Resolved,4.5,5.3,AGT-08,4.0,SSL certificate issue
TKT-334,1/6/2024 12:28,Technical,Low,Open,1.5,,AGT-08,,Mobile app crash on startup
TKT-335,3/30/2024 18:06,Billing,Low,Open,3.4,,AGT-02,,Wrong plan charged
TKT-336,1/8/2024 14:52,General,Low,Resolved,2.2,24.9,AGT-09,5.0,Change notification preferences
TKT-337,1/5/2024 16:36,Technical,Low,Resolved,4.0,9.3,AGT-09,5.0,Dashboard not loading
TKT-338,1/25/2024 10:02,Billing,Critical,Escalated,0.6,,AGT-07,,Subscription not activated after payment
TKT-339,3/17/2024 12:20,General,Low,Resolved,4.6,21.5,AGT-12,3.0,Need help with onboarding
TKT-340,1/2/2024 17:37,General,Medium,Resolved,4.0,14.5,AGT-09,4.0,How to export data to CSV
TKT-341,1/13/2024 12:55,Billing,Medium,Open,4.4,,AGT-09,,Unexpected fee on account
TKT-342,3/14/2024 17:30,Technical,High,Resolved,1.0,8.5,AGT-01,4.0,SSL certificate issue
TKT-343,1/7/2024 15:58,Technical,High,Resolved,4.5,4.3,AGT-05,3.0,Webhook not triggering
TKT-344,1/30/2024 10:19,General,High,Open,2.3,,AGT-12,,Need help with onboarding
TKT-345,3/23/2024 9:12,General,Medium,Open,1.2,,AGT-08,,Change notification preferences
TKT-346,1/8/2024 16:50,General,High,Open,0.5,,AGT-03,,How to add team members
TKT-347,3/8/2024 17:01,Billing,High,Open,1.1,,AGT-03,,Incorrect charge on invoice
TKT-348,1/7/2024 13:45,Billing,Low,Open,1.5,,AGT-04,,Wrong plan charged
TKT-349,3/28/2024 8:15,General,Critical,Resolved,2.5,3.1,AGT-06,4.0,Request for account deletion
TKT-350,2/3/2024 9:18,Billing,High,Resolved,2.1,11.6,AGT-01,5.0,Subscription not activated after payment
TKT-351,3/24/2024 14:32,General,Low,Escalated,4.4,,AGT-01,,Request for product documentation
TKT-352,3/23/2024 10:38,Technical,Critical,Escalated,1.3,,AGT-01,,Data sync not working
TKT-353,3/23/2024 12:27,General,Critical,Resolved,4.3,2.2,AGT-07,4.0,How to add team members
TKT-354,3/6/2024 18:53,General,Low,Resolved,2.9,34.1,AGT-06,4.0,Request for account deletion
TKT-355,2/5/2024 12:41,Technical,Medium,Resolved,4.8,13.4,AGT-12,3.0,System login failure after update
TKT-356,2/10/2024 18:08,General,Medium,Resolved,0.3,22.0,AGT-12,4.0,Request for product documentation
TKT-357,3/14/2024 11:21,General,High,Open,3.6,,AGT-12,,Change notification preferences
TKT-358,2/8/2024 10:53,General,Medium,Resolved,4.4,4.8,AGT-11,3.0,Feature request: dark mode
TKT-359,3/24/2024 9:14,General,High,Escalated,1.3,,AGT-06,,How to add team members
TKT-360,3/15/2024 12:29,Technical,Medium,Open,2.5,,AGT-02,,Mobile app crash on startup
TKT-361,1/10/2024 15:56,General,Critical,Open,2.6,,AGT-04,,How to add team members
TKT-362,1/7/2024 10:08,General,Low,Escalated,1.8,,AGT-04,,Change notification preferences
TKT-363,1/24/2024 9:31,Billing,Medium,Resolved,3.2,2.1,AGT-06,3.0,Double billing issue
TKT-364,3/3/2024 9:08,General,High,Resolved,2.3,6.3,AGT-10,1.0,Question about usage limits
TKT-365,1/2/2024 13:48,General,Medium,Resolved,1.1,7.5,AGT-09,4.0,Request for account deletion
TKT-366,2/19/2024 16:37,Technical,Low,Open,1.0,,AGT-05,,Data sync not working
TKT-367,3/7/2024 17:33,Technical,Medium,Resolved,2.3,23.9,AGT-06,4.0,Integration broken after version upgrade
TKT-368,2/21/2024 8:14,Billing,Critical,Resolved,3.7,3.7,AGT-04,3.0,Invoice not received
TKT-369,1/5/2024 14:56,General,High,Resolved,1.4,119.6,AGT-11,4.0,Request for product documentation
TKT-370,2/23/2024 15:24,Billing,High,Resolved,2.8,8.6,AGT-02,4.0,Unexpected fee on account
TKT-371,3/25/2024 16:17,Technical,High,Resolved,3.1,2.2,AGT-10,5.0,API timeout errors in production
TKT-372,1/14/2024 15:12,Technical,Low,Resolved,1.2,12.9,AGT-10,5.0,Data sync not working
TKT-373,3/4/2024 11:44,Billing,Low,Resolved,1.8,43.9,AGT-08,5.0,Payment failed but amount deducted
TKT-374,3/6/2024 9:46,Billing,Critical,Resolved,0.7,5.9,AGT-12,3.0,Payment failed but amount deducted
TKT-375,1/23/2024 8:54,Billing,Low,Resolved,1.9,9.1,AGT-05,5.0,Incorrect charge on invoice
TKT-376,3/25/2024 18:10,Billing,High,Resolved,1.9,10.7,AGT-06,2.0,Invoice not received
TKT-377,2/21/2024 15:17,Billing,Low,Resolved,3.5,43.0,AGT-07,3.0,Double billing issue
TKT-378,1/21/2024 9:26,General,High,Resolved,2.5,7.7,AGT-10,5.0,Request for product documentation
TKT-379,1/17/2024 15:58,General,High,Resolved,0.7,66.8,AGT-08,3.0,Question about usage limits
TKT-380,3/7/2024 16:44,General,High,Resolved,3.2,6.3,AGT-12,4.0,How to add team members
TKT-381,3/12/2024 17:03,Billing,High,Resolved,3.3,10.4,AGT-01,5.0,Refund not processed
TKT-382,2/12/2024 12:03,Technical,Medium,Resolved,1.3,7.2,AGT-09,4.0,Mobile app crash on startup
TKT-383,3/4/2024 15:20,Technical,Low,Open,4.9,,AGT-02,,System login failure after update
TKT-384,1/5/2024 16:35,Billing,Medium,Open,4.2,,AGT-01,,Unexpected fee on account
TKT-385,3/24/2024 18:29,General,Medium,Resolved,1.9,12.0,AGT-06,4.0,Change notification preferences
TKT-386,2/27/2024 9:06,General,High,Resolved,1.3,11.6,AGT-11,3.0,Request for account deletion
TKT-387,1/22/2024 15:08,General,Low,Resolved,3.8,12.6,AGT-12,2.0,How to add team members
TKT-388,1/25/2024 13:06,Billing,Medium,Resolved,0.4,4.7,AGT-07,5.0,Payment failed but amount deducted
TKT-389,3/5/2024 10:31,General,Medium,Resolved,2.7,20.5,AGT-01,4.0,Feature request: dark mode
TKT-390,1/17/2024 9:24,General,Medium,Open,3.1,,AGT-11,,How to add team members
TKT-391,3/29/2024 11:17,Technical,Critical,Open,4.8,,AGT-07,,Webhook not triggering
TKT-392,3/18/2024 16:19,Billing,Low,Resolved,2.8,28.4,AGT-12,3.0,Subscription not activated after payment
TKT-393,3/28/2024 13:58,General,High,Open,0.8,,AGT-11,,Feature request: dark mode
TKT-394,3/22/2024 13:45,General,Medium,Resolved,3.9,22.7,AGT-02,5.0,Need help with onboarding
TKT-395,3/7/2024 9:01,Technical,High,Open,0.9,,AGT-07,,Integration broken after version upgrade
TKT-396,1/21/2024 12:43,Technical,High,Resolved,0.9,3.2,AGT-05,4.0,Error 500 on checkout page
TKT-397,3/27/2024 16:55,Technical,Low,Resolved,3.8,38.5,AGT-04,5.0,Data sync not working
TKT-398,2/18/2024 14:26,General,High,Resolved,1.7,66.1,AGT-11,4.0,Change notification preferences
TKT-399,3/23/2024 13:48,Billing,Critical,Escalated,2.8,,AGT-10,,Subscription not activated after payment
TKT-400,3/28/2024 9:11,Technical,Medium,Resolved,3.7,68.1,AGT-03,3.0,Dashboard not loading
TKT-401,1/1/2024 13:29,General,High,Resolved,4.7,7.6,AGT-12,5.0,Need help with onboarding
TKT-402,3/11/2024 13:04,Technical,High,Resolved,1.7,1.7,AGT-12,4.0,SSL certificate issue
TKT-403,1/12/2024 13:14,General,Medium,Resolved,3.4,22.9,AGT-04,4.0,Change notification preferences
TKT-404,3/24/2024 8:07,General,High,Resolved,1.9,11.1,AGT-11,3.0,Request for product documentation
TKT-405,2/18/2024 9:24,General,High,Resolved,2.8,10.0,AGT-05,4.0,Change notification preferences
TKT-406,3/24/2024 11:20,Technical,Low,Resolved,0.6,38.0,AGT-09,4.0,API timeout errors in production
TKT-407,1/28/2024 18:27,Billing,High,Open,1.2,,AGT-02,,Wrong plan charged
TKT-408,1/10/2024 18:09,General,High,Resolved,2.4,1.6,AGT-01,5.0,How to export data to CSV
TKT-409,2/3/2024 14:24,General,High,Resolved,3.2,96.5,AGT-08,4.0,How to export data to CSV
TKT-410,3/30/2024 9:22,General,Medium,Open,0.7,,AGT-09,,Need help with onboarding
TKT-411,2/26/2024 14:25,General,Low,Resolved,0.3,36.9,AGT-11,5.0,Need help with onboarding
TKT-412,3/27/2024 18:23,General,Low,Resolved,2.9,4.2,AGT-01,4.0,How to export data to CSV
TKT-413,2/14/2024 11:26,Technical,Low,Resolved,4.3,31.1,AGT-11,3.0,API timeout errors in production
TKT-414,3/13/2024 8:54,Billing,High,Resolved,2.4,1.7,AGT-09,2.0,Payment failed but amount deducted
TKT-415,3/26/2024 18:15,Technical,Medium,Resolved,1.6,12.7,AGT-02,3.0,Data sync not working
TKT-416,3/13/2024 17:23,General,Medium,Resolved,4.8,19.3,AGT-06,5.0,How to add team members
TKT-417,1/18/2024 18:46,Technical,High,Resolved,4.4,4.4,AGT-06,4.0,Dashboard not loading
TKT-418,2/5/2024 10:57,General,Medium,Open,1.1,,AGT-09,,How to export data to CSV
TKT-419,1/3/2024 16:40,General,Low,Resolved,4.1,13.4,AGT-01,1.0,Need help with onboarding
TKT-420,3/10/2024 15:41,General,High,Resolved,2.0,9.1,AGT-03,3.0,Change notification preferences
TKT-421,2/20/2024 13:32,General,Medium,Open,3.4,,AGT-01,,Feature request: dark mode
TKT-422,1/21/2024 10:36,General,Low,Escalated,3.4,,AGT-10,,Change notification preferences
TKT-423,3/3/2024 11:04,Technical,Low,Resolved,2.0,43.9,AGT-05,4.0,Webhook not triggering
TKT-424,1/6/2024 18:20,Technical,High,Resolved,3.6,10.2,AGT-02,3.0,Database connection timeout
TKT-425,3/24/2024 14:23,General,Low,Open,3.3,,AGT-10,,Need help with onboarding
TKT-426,1/29/2024 16:25,Technical,Critical,Resolved,4.1,5.4,AGT-06,1.0,Dashboard not loading
TKT-427,1/10/2024 16:41,Technical,Low,Resolved,1.2,35.6,AGT-05,2.0,Integration broken after version upgrade
TKT-428,1/15/2024 15:43,Technical,High,Resolved,2.5,5.5,AGT-08,3.0,Dashboard not loading
TKT-429,1/18/2024 18:32,General,Medium,Resolved,4.5,22.3,AGT-01,4.0,How to add team members
TKT-430,3/22/2024 8:56,General,Critical,Escalated,3.7,,AGT-12,,How to export data to CSV
TKT-431,3/1/2024 15:10,Billing,Medium,Resolved,4.2,20.0,AGT-04,3.0,Unexpected fee on account
TKT-432,2/13/2024 15:38,Billing,High,Resolved,0.5,1.2,AGT-10,4.0,Wrong plan charged
TKT-433,1/23/2024 15:57,Billing,Medium,Open,3.1,,AGT-10,,Refund not processed
TKT-434,1/17/2024 17:34,Billing,Medium,Open,4.5,,AGT-01,,Wrong plan charged
TKT-435,1/6/2024 16:27,General,Medium,Resolved,4.7,9.7,AGT-04,5.0,How to export data to CSV
TKT-436,3/2/2024 11:58,Technical,Low,Open,1.6,,AGT-02,,SSL certificate issue
TKT-437,1/1/2024 17:33,Technical,Low,Resolved,2.7,39.4,AGT-02,4.0,API timeout errors in production
TKT-438,3/15/2024 12:16,Billing,Medium,Resolved,2.2,17.0,AGT-09,5.0,Wrong plan charged
TKT-439,3/2/2024 10:23,General,High,Resolved,2.9,4.8,AGT-09,5.0,Feature request: dark mode
TKT-440,1/30/2024 15:50,General,Low,Resolved,4.8,38.6,AGT-12,5.0,Request for product documentation
TKT-441,3/22/2024 8:51,Billing,Medium,Resolved,4.2,3.9,AGT-02,3.0,Invoice not received
TKT-442,2/19/2024 14:39,Billing,Medium,Open,2.7,,AGT-11,,Incorrect charge on invoice
TKT-443,2/26/2024 8:12,Billing,Medium,Resolved,4.7,19.2,AGT-11,4.0,Subscription not activated after payment
TKT-444,1/5/2024 13:15,General,Low,Resolved,0.2,38.3,AGT-11,4.0,How to add team members
TKT-445,3/7/2024 8:47,Technical,Medium,Resolved,0.5,20.3,AGT-12,5.0,Error 500 on checkout page
TKT-446,2/5/2024 11:38,Technical,Critical,Resolved,2.4,60.6,AGT-04,4.0,Database connection timeout
TKT-447,2/13/2024 9:51,Billing,Medium,Open,4.8,,AGT-09,,Unexpected fee on account
TKT-448,2/18/2024 17:30,General,Medium,Escalated,3.8,,AGT-04,,Change notification preferences
TKT-449,3/16/2024 8:30,General,Medium,Resolved,1.4,6.8,AGT-02,5.0,Request for account deletion
TKT-450,3/7/2024 16:00,Technical,Critical,Resolved,4.2,4.2,AGT-12,5.0,API timeout errors in production
TKT-451,3/1/2024 13:22,General,Critical,Resolved,4.5,4.3,AGT-04,5.0,Change notification preferences
TKT-452,1/31/2024 12:13,General,Low,Resolved,1.2,10.9,AGT-04,2.0,How to export data to CSV
TKT-453,3/4/2024 17:00,General,Critical,Escalated,4.8,,AGT-09,,Request for account deletion
TKT-454,3/14/2024 12:31,General,Medium,Open,4.9,,AGT-03,,Need help with onboarding
TKT-455,3/14/2024 10:03,Technical,Low,Resolved,4.0,26.1,AGT-09,4.0,Dashboard not loading
TKT-456,3/30/2024 16:29,Technical,Critical,Resolved,3.5,3.7,AGT-06,3.0,Mobile app crash on startup
TKT-457,2/3/2024 11:17,Technical,Low,Resolved,4.8,22.7,AGT-08,4.0,Error 500 on checkout page
TKT-458,2/5/2024 15:11,Technical,High,Resolved,0.8,2.1,AGT-10,3.0,Integration broken after version upgrade
TKT-459,2/18/2024 11:09,General,Medium,Open,0.9,,AGT-12,,Feature request: dark mode
TKT-460,3/21/2024 16:34,Technical,Medium,Resolved,1.7,20.9,AGT-12,1.0,API timeout errors in production
TKT-461,1/28/2024 12:30,General,Low,Open,0.7,,AGT-11,,Need help with onboarding
TKT-462,3/12/2024 12:22,Technical,Medium,Resolved,2.2,15.3,AGT-01,4.0,Database connection timeout
TKT-463,2/6/2024 13:20,Billing,Critical,Escalated,2.7,,AGT-11,,Payment failed but amount deducted
TKT-464,2/6/2024 15:40,Billing,Medium,Resolved,4.4,11.3,AGT-03,4.0,Wrong plan charged
TKT-465,2/13/2024 11:20,Billing,Low,Open,3.3,,AGT-06,,Wrong plan charged
TKT-466,2/16/2024 17:33,Technical,High,Resolved,2.2,100.4,AGT-08,4.0,API timeout errors in production
TKT-467,1/14/2024 9:04,Billing,Low,Resolved,2.8,37.7,AGT-08,2.0,Unexpected fee on account
TKT-468,3/24/2024 14:19,General,Low,Resolved,1.4,9.8,AGT-04,5.0,Request for product documentation
TKT-469,2/11/2024 15:29,Billing,High,Resolved,4.7,11.4,AGT-09,4.0,Payment failed but amount deducted
TKT-470,3/13/2024 14:33,General,High,Resolved,3.3,6.9,AGT-11,5.0,Change notification preferences
TKT-471,2/3/2024 10:19,Technical,Medium,Open,0.2,,AGT-01,,Dashboard not loading
TKT-472,3/9/2024 8:44,Technical,Low,Resolved,4.7,79.0,AGT-08,3.0,Integration broken after version upgrade
TKT-473,1/25/2024 14:56,Billing,Medium,Resolved,2.3,16.2,AGT-09,5.0,Subscription not activated after payment
TKT-474,3/21/2024 11:33,Technical,Low,Resolved,4.1,36.7,AGT-10,5.0,SSL certificate issue
TKT-475,1/24/2024 10:18,Billing,High,Open,3.3,,AGT-02,,Unexpected fee on account
TKT-476,1/25/2024 13:01,General,Medium,Resolved,0.4,4.3,AGT-03,3.0,Change notification preferences
TKT-477,1/12/2024 10:00,General,Low,Resolved,1.2,25.9,AGT-08,4.0,Request for product documentation
TKT-478,1/19/2024 8:17,Technical,Low,Resolved,0.5,41.0,AGT-07,5.0,System login failure after update
TKT-479,2/1/2024 14:49,Billing,Critical,Open,1.4,,AGT-08,,Subscription not activated after payment
TKT-480,1/13/2024 16:42,Technical,High,Open,2.5,,AGT-04,,Data sync not working
TKT-481,1/6/2024 16:33,Technical,Low,Resolved,1.4,43.1,AGT-02,5.0,Integration broken after version upgrade
TKT-482,2/25/2024 13:00,Billing,Low,Resolved,4.0,14.7,AGT-03,5.0,Payment failed but amount deducted
TKT-483,2/17/2024 9:15,General,Medium,Resolved,2.6,23.3,AGT-03,5.0,Request for product documentation
TKT-484,1/20/2024 16:50,Billing,Medium,Resolved,0.8,19.3,AGT-02,5.0,Payment failed but amount deducted
TKT-485,3/29/2024 14:22,General,Low,Open,0.8,,AGT-12,,Change notification preferences
TKT-486,2/7/2024 16:44,General,Medium,Resolved,1.1,18.1,AGT-08,3.0,Feature request: dark mode
TKT-487,2/27/2024 12:52,Billing,Medium,Resolved,2.8,13.1,AGT-05,5.0,Incorrect charge on invoice
TKT-488,3/20/2024 11:20,General,High,Escalated,0.5,,AGT-12,,How to add team members
TKT-489,3/4/2024 16:09,Billing,Medium,Resolved,1.6,4.1,AGT-10,4.0,Incorrect charge on invoice
TKT-490,1/5/2024 11:06,Billing,Low,Resolved,1.1,21.1,AGT-08,4.0,Unexpected fee on account
TKT-491,3/18/2024 9:00,Billing,Medium,Open,3.3,,AGT-04,,Refund not processed
TKT-492,1/8/2024 13:35,Technical,High,Resolved,4.7,8.8,AGT-12,5.0,Data sync not working
TKT-493,1/10/2024 12:04,General,Low,Resolved,4.8,27.4,AGT-04,3.0,Question about usage limits
TKT-494,1/23/2024 16:47,General,Medium,Resolved,2.2,9.9,AGT-09,4.0,How to add team members
TKT-495,1/24/2024 16:25,Billing,Low,Resolved,1.8,23.5,AGT-09,4.0,Invoice not received
TKT-496,2/11/2024 13:26,General,Critical,Escalated,2.3,,AGT-11,,Question about usage limits
TKT-497,2/18/2024 16:59,General,Medium,Escalated,1.4,,AGT-12,,Change notification preferences
TKT-498,1/5/2024 12:38,Technical,Low,Escalated,2.7,,AGT-01,,Data sync not working
TKT-499,1/29/2024 11:54,Billing,Medium,Open,0.3,,AGT-06,,Unexpected fee on account
TKT-500,3/14/2024 17:09,General,Medium,Resolved,0.4,10.1,AGT-02,4.0,Question about usage limits
